id,church_name,former_denomination,city,local_authority,region,nation,latitude,longitude,conversion_type,conversion_subtype,current_name,year_converted,decade,source,confidence_tier
04d57243a245,,,,,,,55.6747935,-3.7817987,unknown,unknown,,,,osm,medium
4618d4097734,,,,,,,53.7501594,-0.3401696,unknown,unknown,,,,osm,medium
cf444e967a9e,,,,,,,49.711975,-1.914952,commercial,shop,Chapelle Notre-Dame,,,osm,medium
fc3aa87b6a19,,,,,,,49.6428569,-1.8460439,unknown,unknown,,,,osm,medium
4443de2a9549,,,,,,,49.6821683,-1.4494324,unknown,unknown,,,,osm,medium
7a8895ac7310,,,,,,,52.6466198,-7.2131859,unknown,unknown,,,,osm,medium
cfad7652100f,,,,,,,49.6689715,-1.2674845,unknown,unknown,,,,osm,medium
3d73b2ea02d8,,,,,,,52.6491862,-7.2314824,unknown,unknown,,,,osm,medium
e6a4e0a2e96a,,,,,,,52.5336502,-2.4135819,community,community_centre,The People's Hall Evangelical Church,,,osm,medium
32dfbcb22a56,,,,,,,53.2303064,-4.1236638,unknown,unknown,,,,osm,medium
c3e3e5f8891e,,,Bangor,,,,53.2265059,-4.1246612,unknown,unknown,,,,osm,medium
0ddddd578f16,,,,,,,55.9484665,-3.2054256,unknown,unknown,St Mark's Unitarian Church,,,osm,medium
7736a1a0c23b,,,,,,,52.6580437,-7.244982,unknown,unknown,,,,osm,medium
f17ea2a49a51,,,,,,,52.5872624,-2.1237438,unknown,unknown,St Silas Church,,,osm,medium
6ec3e9b22a29,,,Étaples,,,,50.5225285,1.644588,unknown,unknown,Église du Sacré Coeur,,,osm,medium
c03e85f26183,,,Thingwall,,,,53.3556696,-3.1007425,unknown,unknown,,,,osm,medium
e76549625e85,,,Llanelli,,,,51.6796387,-4.1627409,unknown,unknown,Greenfield Baptist Chapel,,,osm,medium
d2fc5ff75c6b,St Jerome's,,,,,,52.9888403,-3.5406376,unknown,unknown,,,,osm,medium
1977f5ac5c1a,,,,,,,55.181942,-6.7159845,community,community_centre,St Mary's Star of the Sea Parish Centre,,,osm,medium
360dd011b88f,,,Richmond,,,,51.4672606,-0.2958782,unknown,unknown,,,,osm,medium
543b73de9907,,,Paisley,,,,55.8423078,-4.4274847,unknown,unknown,,,,osm,medium
7a798d884b24,,,Falkirk,,,,55.9876327,-3.7873411,unknown,unknown,,,,osm,medium
ea7208773c25,,,Belfast,,,,54.59523,-5.9010878,community,community_centre,Iron Hall Activity Centre,,,osm,medium
f85fa54ba0c2,,,,,,,52.259456,-7.1089386,hospitality,bar,Waterford Badminton Club,,,osm,medium
043a43cc7245,,,London,,,,51.4854253,0.0047929,community,community_centre,The Forum @ Greenwich,,,osm,medium
0bc7e439cb43,,,,,,,52.7255224,-1.3764594,unknown,unknown,,,,osm,medium
a5ca098c63d6,,,,,,,52.3944666,-1.9723939,unknown,unknown,,,,osm,medium
b0d89ebc0627,,,Ilkley,,,,53.886538,-1.7285959,unknown,unknown,Memorial Chapel,,,osm,medium
d7bdc620001c,,,,,,,54.5708957,-5.9001907,unknown,unknown,,,,osm,medium
bbbeb4714799,,,York,,,,53.9756968,-1.115509,unknown,unknown,Clifton Park Clinic,,,osm,medium
3684a0f88dec,,,,,,,53.7538522,-2.9797797,unknown,unknown,,,,osm,medium
4f9ae4379378,,,,,,,54.1920813,-2.827885,unknown,unknown,,,,osm,medium
996d8962ec94,,,,,,,51.7508266,-0.329296,unknown,unknown,,,,osm,medium
97a3372eb1f2,,,,,,,51.7529731,-0.3193715,unknown,unknown,St. Paul's Church,,,osm,medium
ba1adb117f24,,,,,,,51.7492977,-0.302826,unknown,unknown,,,,osm,medium
7461b561c59d,,,,,,,53.2824215,-3.5339504,unknown,unknown,,,,osm,medium
c9cc4d02d163,,,,,,,51.6624171,-0.3285583,education,school,Aldenham School Chapel,,,osm,medium
bdf44f582fe8,,,,,,,56.1894001,-4.0503703,unknown,unknown,Former Kilmadock Parish Church,,,osm,medium
c2f60dba7ca8,,,Cheltenham,,,,51.9004908,-2.0700331,unknown,unknown,Cheltenham Pilates Studio,,,osm,medium
bb8fa196da72,,,,,,,51.892585,-2.969784,unknown,unknown,,,,osm,medium
2284d0341a7c,,,,,,,54.8094807,-4.1791186,unknown,unknown,Kirkandrews Chapel,,,osm,medium
c34789f4c7d0,,,,,,,52.2446987,0.8719968,unknown,unknown,,,,osm,medium
813d80703d8b,,,,,,,52.2459159,0.8770789,unknown,unknown,,,,osm,medium
a47d69d53f83,,,Prestwick,,,,55.4856982,-4.6159742,community,community_centre,Kingcase Church Hall,,,osm,medium
8edf7f820192,,,,,,,55.5027199,-4.6087179,community,community_centre,Monkton and Prestwick North Church Hall,,,osm,medium
827b536bcf0f,,,,,,,51.84136,-3.0007464,unknown,unknown,St Teilo's Church,,,osm,medium
0e0b194961ea,,,,,,,55.4890137,-4.6178298,community,community_centre,St Ninian's Episcopal Church Hall,,,osm,medium
8fef2a9b14d7,,,,,,,53.4786831,-2.2910354,unknown,unknown,,,,osm,medium
7ae635a08f76,,,East Prawle,,,,50.2153599,-3.7104904,community,community_centre,Chivelstone Village Hall,,,osm,medium
5635fb0986c2,St Oswald's Church,,York,,,,53.9393989,-1.0809988,unknown,unknown,,,,osm,medium
a7a996da2da2,,,,,,,49.7836415,2.0628665,unknown,unknown,Chapelle de Dame Perrine Domon,,,osm,medium
d835e654697a,,,,,,,55.9640728,-3.1783567,community,community_centre,Pilrig Church Hall,,,osm,medium
8135e4ea33da,,,,,,,51.3100716,-2.0500763,unknown,unknown,,,,osm,medium
8cd7185da7cc,,,,,,,52.5199679,-7.8903153,unknown,unknown,Cormac's Chapel,,,osm,medium
4c716f1d7307,,,Cambridge,,,,52.2125733,0.1669892,unknown,unknown,Cemetery Chapel,,,osm,medium
2f53f950f561,Pickering Carr Methodist Chapel,,,,,,54.2222017,-0.7700013,unknown,unknown,,,,osm,medium
b9281e5b8e7f,,,Hexham,,,,54.8095744,-2.229781,unknown,unknown,Allenheads Lodge,,,osm,medium
b009e5b4c79f,,,Consett,,,,54.8452191,-1.9760122,community,community_centre,Edmundbyers Village Hall,,,osm,medium
6722d62d84db,,,,,,,55.4833175,-4.5728654,unknown,unknown,St Quivox Church,,,osm,medium
c6fb5c40e8b6,,,,,,,53.2843582,-1.6691202,unknown,unknown,,,,osm,medium
1a5f64152c75,,,,,,,51.3578081,-0.6944667,unknown,unknown,,,,osm,medium
3d0ee59bb6f4,Hugglescote Methodist Church,,Coalville,,,,52.7094892,-1.3721414,unknown,unknown,,,,osm,medium
b51ec82c4a1d,,,,,,,55.4792422,-4.6224348,community,community_centre,Ayr United Free Church of Scotland - Church Hall,,,osm,medium
6f9a5d4c3652,Colonsay Baptist Church,,,,,,56.0826028,-6.2183994,community,community_centre,Colonsay and Oronsay Heritage Centre,,,osm,medium
1b96fd8969ac,,,,,,,53.119787,-1.5948429,unknown,unknown,Bonsall Wesleyan Reform Chapel,,,osm,medium
931a3fdf953e,,,,,,,52.648956,-7.2518996,unknown,unknown,,,,osm,medium
a47d89923c18,,,Matlock,,,,53.100723,-1.585823,unknown,unknown,,,,osm,medium
0b71db14625d,,,,,,,50.4372573,-3.5786103,unknown,unknown,,,,osm,medium
7adf7b3d3bb5,,,Bristol,,,,51.4943334,-2.526565,unknown,unknown,Saint John Fisher Catholic Church,,,osm,medium
a0e881a882f3,,,,,,,53.9019445,-2.7784541,unknown,unknown,,,,osm,medium
95270d1d686f,,,,,,,50.9914234,-4.4771384,community,community_centre,Hartland Methodist Church Hall,,,osm,medium
54c0bd699d3b,,,,,,,53.5503647,-2.1695543,unknown,unknown,,,,osm,medium
f9ce62bfa6b7,,,,,,,51.2301263,-0.1666385,unknown,unknown,,,,osm,medium
f67752c0d9be,,,,,,,52.086404,0.4330578,unknown,unknown,,,,osm,medium
03f681c949b2,,,,,,,51.5221427,-3.3906248,unknown,unknown,,,,osm,medium
cc258a4cdad7,,,Passage East,,,,52.2386079,-6.9738806,unknown,unknown,St Anne's Church,,,osm,medium
8f6f70dd8d83,,,,,,,49.55323,1.1283395,unknown,unknown,Chapelle Saint-Adrien,,,osm,medium
75234907426c,,,,,,,49.7251285,2.1560741,unknown,unknown,,,,osm,medium
6f0504e1bd1b,,,,,,,50.6239452,-3.3931875,unknown,unknown,,,,osm,medium
76cfb3a1f005,,,,,,,50.9697642,2.1641731,unknown,unknown,,,,osm,medium
7697aace9178,Ventnor United Church,,Ventnor,,,,50.5961769,-1.2007033,unknown,unknown,,,,osm,medium
e1957260e3b1,,,,,,,53.8136193,-1.5097459,unknown,unknown,,,,osm,medium
d81879982a38,,,,,,,52.6304015,-1.129796,unknown,unknown,Holy Cross Priory,,,osm,medium
2786718cc45c,,,Aberffraw,,,,53.1927003,-4.4648616,unknown,unknown,,,,osm,medium
7aafd3915e4e,,,,,,,51.4351655,-3.220636,unknown,unknown,,,,osm,medium
7baee8cd187d,,,Leeds,,,,53.742373,-1.5994205,unknown,unknown,Old St Pauls Church,,,osm,medium
487a7be424ee,,,,,,,53.7064233,-1.8999494,unknown,unknown,,,,osm,medium
60579773ad4c,,,West Linton,,,,55.684049,-3.3889276,unknown,unknown,Kirkurd Parish Church,,,osm,medium
b4c27eb19fdb,,,,,,,52.4970865,0.3535574,unknown,unknown,,,,osm,medium
13ff4c9d432c,,,,,,,51.1210218,0.8631631,community,community_centre,Kingsnorth Recteation Centre,,,osm,medium
c2008317160a,,,London,,,,51.4477084,-0.1576484,unknown,unknown,Catholic Church of the Holy Ghost,,,osm,medium
9a60b7512e05,,,,,,,53.4484646,-2.3578031,unknown,unknown,,,,osm,medium
cde9f32d5d41,,,,,,,51.5944912,-0.0968133,unknown,unknown,Westbury Avenue Baptist Church,,,osm,medium
acb8e90fca91,,,Shetland,,,,60.1515537,-1.1442987,unknown,unknown,Lerwick Congregational Church,,,osm,medium
455a5744f318,,,,,,,49.763406,2.0922095,unknown,unknown,,,,osm,medium
30ccd08bb734,,,,,,,51.2903427,-2.428426,unknown,unknown,,,,osm,medium
2bdabf384385,,,Coatbridge,,,,55.8634027,-4.0247953,unknown,unknown,,,,osm,medium
84f39b23615c,,,Coatbridge,,,,55.8644104,-4.0267855,unknown,unknown,New St Andrew's Parish Church,,,osm,medium
3e572a69a77c,,,,,,,53.3072525,-4.6378391,unknown,unknown,,,,osm,medium
1ee4ba626bf9,Deighton Methodist Church,,Deighton,,,,53.8897917,-1.0473506,unknown,unknown,High Hoops,,,osm,medium
1301a94ff007,,,,,,,51.2771184,-0.7462854,unknown,unknown,,,,osm,medium
804224a57fe6,,,,,,,52.4864477,-7.2172522,unknown,unknown,,,,osm,medium
192bdd62638e,,,Southampton,,,,50.9088885,-1.3976098,community,community_centre,African Caribbean Centre,,,osm,medium
1ddb808325d8,,,,,,,49.962837,1.9397155,unknown,unknown,,,,osm,medium
ef40e383a3ea,,,Clydebank,,,,55.8953314,-4.3977069,community,community_centre,Our Holy Redeemer Church Hall,,,osm,medium
9a45de9fcb4e,,,,,,,51.3713549,-2.3980775,unknown,unknown,,,,osm,medium
b9164999c0b6,,,,,,,52.5641562,-1.7073334,unknown,unknown,,,,osm,medium
0f6ab7dba03f,,,,,,,50.6365272,-3.3440622,unknown,unknown,Saint John's,,,osm,medium
9d90298ecee7,,,,,,,55.9553898,-2.7738017,unknown,unknown,,,,osm,medium
70495b356bb9,,,,,,,53.2606155,-2.0694164,hospitality,bar,Walker Barn Methodist Church,,,osm,medium
aedd692be1ea,,,,,,,53.9028472,-2.7746796,unknown,unknown,,,,osm,medium
0a6920f8e1a3,,,,,,,52.3813176,-1.5274225,unknown,unknown,,,,osm,medium
e9ad79efb064,,,,,,,53.4713585,-2.2329342,unknown,unknown,,,,osm,medium
13c23326e3ec,,,Farnham,,,,51.2339967,-0.7910223,unknown,unknown,Bethel Chapel,,,osm,medium
96e970773fbe,,,St Albans,,,,51.7651402,-0.3072721,unknown,unknown,,,,osm,medium
2b329fcbe325,,,,,,,52.4928233,-1.7495799,unknown,unknown,,,,osm,medium
703c41a5d39c,,,,,,,52.5918045,-2.5574984,unknown,unknown,,,,osm,medium
5a6c05da0930,,,Chichester,,,,50.8328211,-0.8513367,unknown,unknown,,,,osm,medium
457f52dd9114,,,,,,,54.6489177,-2.1458749,community,community_centre,Bowlees Visitor Centre,,,osm,medium
81da0eec87a0,,,,,,,56.2441029,-4.2143983,unknown,unknown,,,,osm,medium
17e9fc11e4e8,,,,,,,49.922382,2.105956,unknown,unknown,Chapelle Saint-Honoré,,,osm,medium
773903fdbcf2,,,,,,,55.858165,-4.0920093,unknown,unknown,,,,osm,medium
4a7d55c099fe,,,,,,,55.565461,-2.6198095,unknown,unknown,Maxton Kirk,,,osm,medium
c1ef2ff93b49,,,Troon,,,,55.542907,-4.6599628,unknown,unknown,,,,osm,medium
ed9be444e47c,,,,,,,55.5430097,-4.6633675,unknown,unknown,Troon Old Parish Church,,,osm,medium
0b709f4e4205,,,,,,,53.2068077,-3.0215675,residential,residential_general,Bethel Chapel House,,,osm,medium
dd9cbb10d287,,,Wokingham,,,,51.4156046,-0.8481515,unknown,unknown,,,,osm,medium
f4f0997b2917,,,,,,,51.545068,0.6478096,unknown,unknown,,,,osm,medium
178606cfce3b,,,Orkney,,,,59.3575239,-2.9019666,unknown,unknown,St Boniface's Church,,,osm,medium
b6ff25b54bad,Immanuel House of Worship,,,,,,51.509739,0.0184604,mosque,mosque_general,Mia Centre & Masjid,,,osm,medium
75f7a7f170f1,,,,,,,53.4531473,-2.2187366,unknown,unknown,,,,osm,medium
7fd9db01d5db,,,,,,,57.0354291,-4.8143556,unknown,unknown,South Laggan Church,,,osm,medium
3f20f665b7ac,,,,,,,54.0690185,-7.8633894,unknown,unknown,,,,osm,medium
e535a9b3b9de,,,Enfield,,,,51.6448649,-0.0676318,unknown,unknown,Bush Hill Park UTC,,,osm,medium
97b9c5aa8f84,,,Leicester,,,,52.6426857,-1.1822489,unknown,unknown,,,,osm,medium
0671ce5dc360,The Chapel Bar & Grill,,Nottingham,,,,52.9973983,-1.2560838,commercial,office,M H Electrical Wholesaler Ltd,,,osm,medium
5eadb796df96,,,,,,,52.9964626,-1.2536273,unknown,unknown,,,,osm,medium
312896e0a63d,,,"Pierowall, Westray",,,,59.3194711,-2.9929403,unknown,unknown,Westray Baptist Church,,,osm,medium
2eb8c0ddd28f,,,,,,,52.1848433,-7.848739,unknown,unknown,,,,osm,medium
739690c37f49,,,Eday,,,,59.2002896,-2.7647489,community,community_centre,Eday Heritage & Visitor Centre,,,osm,medium
759a065eb0f5,,,Corby,,,,52.4877932,-0.6976383,mosque,mosque_general,Corby Central Masjid,,,osm,medium
cfd3647694e8,,,,,,,52.495518,-0.6966662,unknown,unknown,,,,osm,medium
6d9c6ce984af,,,,,,,59.2207475,-2.6677552,unknown,unknown,,,,osm,medium
5788d432c7f8,,,,,,,59.2820004,-2.4599801,unknown,unknown,,,,osm,medium
8883450efa0b,Dublin Mosque,,Dublin,,,,53.3308731,-6.2818608,mosque,mosque_general,Dublin Mosque,,,osm,medium
8173cf4da12a,,,,,,,51.5820288,-1.6675836,community,community_centre,Bourton Village Hall,,,osm,medium
907f4e01061b,St Mary's,,Bradford,,,,53.7891473,-1.7192431,unknown,unknown,e:merge,,,osm,medium
f39719ed76e3,,,,,,,55.9235196,-3.2088281,unknown,unknown,,,,osm,medium
9a73f9b18560,,,,,,,57.4987782,-3.6370449,unknown,unknown,Edinkillie Parish Church,,,osm,medium
1abc8c5a5ae2,,,,,,,57.6076926,-1.8592954,unknown,unknown,St Mary's,,,osm,medium
489001a7271e,,,Livingston,,,,55.8798328,-3.5096975,community,community_centre,Almondvale Gospel Hall,,,osm,medium
48b2a2227354,,,,,,,53.7271925,-1.496397,unknown,unknown,,,,osm,medium
0c03c36c6160,,,,,,,57.3583741,-2.0201491,unknown,unknown,Logie Buchan Kirk,,,osm,medium
c7abd6e23323,,,Grimsby,,,,53.5571942,-0.1014768,unknown,unknown,,,,osm,medium
ea67bd9d37e8,,,Shetland,,,,60.3024788,-1.6555061,unknown,unknown,,,,osm,medium
5151c5a2426f,,,,,,,56.8169714,-5.1110553,unknown,unknown,Three Wise Monkeys,,,osm,medium
9c4a529a6257,,,,,,,52.4474205,-6.7917896,unknown,unknown,Poulpeasty Old Church,,,osm,medium
09e416d07d63,,,Poole,,,,50.7396081,-2.0373515,unknown,unknown,,,,osm,medium
1e9d3ca03834,,,West Wickham,,,,51.3718332,0.0034501,unknown,unknown,Coney Hill Baptist Church,,,osm,medium
21a86485a25f,,,,,,,51.6024424,0.0687935,unknown,unknown,,,,osm,medium
e3f404aee5ff,,,,,,,50.7180662,-2.45434,unknown,unknown,,,,osm,medium
66fdde446bb6,,,Shetland,,,,60.4028121,-1.1198861,unknown,unknown,Lunna church,,,osm,medium
4b6fcedb6d4b,,,,,,,49.5927755,-1.3031195,community,community_centre,Centre Paroissial Notre-Dame,,,osm,medium
bfc378a675ef,,,,,,,55.9453234,-3.2292885,unknown,unknown,Scottish Bible Society,,,osm,medium
8fed220f35f6,,,,,,,50.345452,-4.2168038,unknown,unknown,Chapel of Rest,,,osm,medium
336152c16d06,,,Shapinsay,,,,59.0403394,-2.8785934,unknown,unknown,North Church,,,osm,medium
dee26c28a7a7,,,,,,,53.3929714,-3.1778256,unknown,unknown,,,,osm,medium
7b1f1b0aacf8,,,"West End, Southampton",,,,50.9330459,-1.3309699,community,community_centre,Anchor Community Church,,,osm,medium
ce067e47eda3,,,,,,,49.5417715,1.035557,unknown,unknown,,,,osm,medium
b69f3dba605a,,,,,,,52.836707,1.29863,unknown,unknown,,,,osm,medium
413a2faa3a3d,,,,,,,56.702997,-5.2173357,unknown,unknown,,,,osm,medium
966e3f84ab68,,,,,,,53.483441,-2.3532097,unknown,unknown,,,,osm,medium
44668301d3b6,,,,,,,52.6604435,-1.1220237,unknown,unknown,,,,osm,medium
8ee926c23468,,,,,,,55.8428829,-4.1775274,unknown,unknown,,,,osm,medium
71d75f08f22b,,,Banbury,,,,52.0633073,-1.3461983,mosque,mosque_general,Banbury Makkah Masjid,,,osm,medium
1ee86039c936,,,,,,,57.8861562,-4.3724653,unknown,unknown,,,,osm,medium
854f80f7f05b,,,,,,,51.3983861,0.1741373,unknown,unknown,,,,osm,medium
d48fc22a23ad,St Thomas à Beckett,,,,,,51.7996627,-4.9689476,unknown,unknown,,,,osm,medium
7d84bd436626,,,Southall,,,,51.5220989,-0.3780883,other_faith,sikh_gurdwara,Gurdwara Nanaksar,,,osm,medium
e4b5b02a5d15,,,,,,,58.2146652,-6.2342502,unknown,unknown,Point Free Church,,,osm,medium
98dcb23b92d3,,,,,,,54.2450326,-0.7825504,unknown,unknown,,,,osm,medium
31e41b0edf30,St Garmon,,,,,,53.0830569,-3.7697901,unknown,unknown,,,,osm,medium
a40453de3f0e,,,,,,,52.6179743,-1.1609445,unknown,unknown,,,,osm,medium
8e932f10191b,,,,,,,50.890418,-0.9623205,unknown,unknown,,,,osm,medium
87c1eef19610,,,,,,,56.9343936,-7.5162746,unknown,unknown,Our Lady of the Waves & St John,,,osm,medium
0530400da61f,,,,,,,55.7425212,-2.5840932,unknown,unknown,Westruther Kirk,,,osm,medium
c1fccb8185ca,,,Keynsham,,,,51.4128558,-2.4932471,community,community_centre,Kingdom Hall of Jehovah's Witnesses,,,osm,medium
85399ce696d9,,,Inverness,,,,57.4752571,-4.2170606,unknown,unknown,,,,osm,medium
dbe52aa92fc9,,,,,,,51.9470281,-3.2901289,unknown,unknown,,,,osm,medium
0d7365707993,,,,,,,52.9565753,-1.1850095,unknown,unknown,Chapel Works,,,osm,medium
bf4783b294f7,,,Perth,,,,56.4008731,-3.4129542,unknown,unknown,,,,osm,medium
82acfea90826,,,Dolgellau,,,,52.7431911,-3.8848337,commercial,shop,Spar,,,osm,medium
dbc70652f91e,,,Alltwen,,,,51.7140383,-3.8446915,unknown,unknown,,,,osm,medium
d0d01719ce02,,,London,,,,51.5379777,-0.1438474,unknown,unknown,Our Lady of Hal,,,osm,medium
bd60790b0e0f,,,,,,,52.4792427,1.7571514,unknown,unknown,,,,osm,medium
5b6ea9ff3375,,,,,,,55.9718324,-2.5241674,unknown,unknown,,,,osm,medium
a4d1e760f4a6,,,Flint,,,,53.2476496,-3.1370227,unknown,unknown,,,,osm,medium
c05fabf03c9f,,,,,,,51.896422,-2.1378515,unknown,unknown,The Old Chapel,,,osm,medium
6e13e2f32de1,,,Croydon,,,,51.3644788,-0.0991382,education,school,Serenity School,,,osm,medium
ed0b5e2a3931,,,Ayr,,,,55.4276395,-4.6356025,community,community_centre,Alloway Church Hall,,,osm,medium
253fdb57ec6d,,,,,,,53.4637266,-2.2228943,unknown,unknown,,,,osm,medium
5685163c2ec4,,,,,,,56.1788561,-5.4023943,unknown,unknown,St Columba's Church,,,osm,medium
a8e4f99b892e,,,,,,,51.6882843,-2.3625223,unknown,unknown,St Dominics,,,osm,medium
f60b7188e6cc,,,,,,,54.1697116,-4.6385502,unknown,unknown,,,,osm,medium
778ed657c3fa,,,,,,,51.5479947,-0.2274326,unknown,unknown,,,,osm,medium
8c67509303bf,Hope Chapel,,Nottingham,,,,52.9566705,-1.166787,other_faith,jewish_synagogue,Nottingham Hebrew Congregation,,,osm,medium
1482b52d1dce,,,,,,,49.5979825,0.9729055,unknown,unknown,Chapelle de la-Source-Sainte-Austreberthe,,,osm,medium
ba34077273a7,,,,,,,55.9346699,-4.2393985,community,community_centre,Baldernock Parish Church Hall,,,osm,medium
12a2856a1c19,,,,,,,53.1184082,-4.1284184,unknown,unknown,,,,osm,medium
f4f1fb201570,Jerusalem Independent Chapel,,,,,,53.1152375,-4.1142242,unknown,unknown,Jerusalem Capel Annibynwyr,,,osm,medium
6cd9a68948d5,,,,,,,54.4092233,-6.1459064,unknown,unknown,,,,osm,medium
e2692cab5d53,,,,,,,55.6902323,-2.3349284,unknown,unknown,,,,osm,medium
6234946e63bf,,,,,,,54.0979974,-4.6331594,unknown,unknown,,,,osm,medium
aaefd8da6228,,,,,,,54.5886561,-5.7904371,unknown,unknown,,,,osm,medium
3ef42c1a821a,,,,,,,50.968634,1.939606,unknown,unknown,Ancienne église de l'Immaculée Conception,,,osm,medium
be3b365bf94d,,,Dartmouth,,,,50.3822337,-3.6007524,unknown,unknown,,,,osm,medium
1f99e3bbe4d0,,,,,,,53.2638352,-2.5304351,unknown,unknown,,,,osm,medium
7db45d9b087f,,,,,,,51.7266696,-2.1510347,unknown,unknown,,,,osm,medium
9726560e1e30,,,,,,,54.8955395,-2.9272243,unknown,unknown,,,,osm,medium
26c2f32c02da,,,,,,,51.6164868,-3.9954909,unknown,unknown,,,,osm,medium
10d9c235ff26,,,,,,,53.2801552,-1.9979319,unknown,unknown,Errwood Chapel,,,osm,medium
8f2740548a3f,,,,,,,57.0733445,-2.7854941,unknown,unknown,St Machar's Parish Church,,,osm,medium
5b2f9967704a,,,,,,,53.1931322,0.3391414,unknown,unknown,,,,osm,medium
ab9cdd32bc9b,,,,,,,56.395269,-5.054202,unknown,unknown,,,,osm,medium
8ff525ebdec4,,,,,,,51.8824793,-2.1018296,unknown,unknown,,,,osm,medium
9e561deefb74,,,,,,,55.7222251,-2.1786212,unknown,unknown,Ladykirk Kirk,,,osm,medium
165d39eeab64,,,,,,,55.9543502,-3.2217611,unknown,unknown,The Dean,,,osm,medium
10d966f0a542,,,Clacton-On-Sea,,,,51.8289657,1.1406947,unknown,unknown,,,,osm,medium
75fbf85174ea,,,Morpeth,,,,55.1245262,-1.7174126,community,community_centre,St Mary's Village Hall,,,osm,medium
50cc51bde157,,,,,,,55.7381537,-2.3997488,unknown,unknown,Polwarth Kirk,,,osm,medium
1fcdbb020e8a,,,,,,,51.6143218,-3.990526,mosque,mosque_general,,,,osm,medium
1c62278c12ed,,,,,,,57.1280186,-3.9337528,unknown,unknown,,,,osm,medium
bd578d773c1f,,,,,,,58.3486015,-6.5257005,hospitality,bar,Barvas Free Church,,,osm,medium
788b15ed1589,,,,,,,51.4402453,-3.1721185,unknown,unknown,,,,osm,medium
91cefe3de313,,,,,,,52.9714714,-1.1985812,unknown,unknown,,,,osm,medium
b1ebfbc5136c,,,,,,,54.8843224,-1.6541317,unknown,unknown,St Helen's Church,,,osm,medium
8a2496d4a140,,,,,,,52.5886902,-1.2101113,unknown,unknown,,,,osm,medium
64d38c408f49,,,Airdrie,,,,55.8648257,-3.9927819,unknown,unknown,,,,osm,medium
f7405f0adc18,,,Nottingham,,,,52.989074,-1.0413458,unknown,unknown,Burton Joyce United Reform Church,,,osm,medium
6c07abf85e49,,,Watford,,,,51.6970774,-0.4016566,unknown,unknown,,,,osm,medium
d23d7858e1ef,,,,,,,56.5601887,-3.4170347,unknown,unknown,,,,osm,medium
004072244b94,,,,,,,53.4595125,-6.2198427,unknown,unknown,Sword Castle Chapel,,,osm,medium
7cc431ec5793,Methodist Chapel,,,,,,52.2663893,-2.1521997,community,community_centre,Droitwich Spa Community Hall,,,osm,medium
8a599256ffcd,,,,,,,52.810557,-0.8705896,unknown,unknown,,,,osm,medium
8cedc6edfbf7,,,York,,,,53.9473483,-1.073549,unknown,unknown,Christian Science Church,,,osm,medium
3fdc57abd510,,,,,,,55.9632236,-3.2044705,unknown,unknown,First Church of Christ Scientist,,,osm,medium
fabeae51e25f,,,,,,,55.8437234,-2.9902673,unknown,unknown,Crichton Collegiate Church,,,osm,medium
ec14c736c89b,St. David's Parish Church,,Lower Largo,,,,56.2125812,-2.9376299,unknown,unknown,,,,osm,medium
ab73dff22841,,,,,,,52.3193058,-0.1715365,unknown,unknown,,,,osm,medium
4a610e7c34a2,,,,,,,50.855491,2.1019685,unknown,unknown,,,,osm,medium
ad50674dbcbd,,,,,,,54.1334771,-4.5228801,unknown,unknown,,,,osm,medium
a8f43a16ed9d,,,,,,,53.034234,-4.049207,hospitality,cafe,Caffi Gwynant,,,osm,medium
fd62bd70f200,,,Blaenau Ffestiniog,,,,52.9933558,-3.934355,unknown,unknown,Capel Pisgah,,,osm,medium
d0af3d36b463,,,,,,,50.7832775,1.971462,unknown,unknown,Chapelle Sainte-Thérèse,,,osm,medium
b8f18bd33c55,,,,,,,50.802921,2.1372085,unknown,unknown,,,,osm,medium
da009804632c,,,,,,,50.8160275,1.977157,unknown,unknown,Chapelle,,,osm,medium
4cb157c7ff76,,,Kilkenny,,,,52.6521263,-7.2554403,unknown,unknown,,,,osm,medium
6548b8da6dc1,,,,,,,52.8539957,-0.9754668,unknown,unknown,,,,osm,medium
f74321d651b4,,,Santon,,,,54.1309732,-4.5657984,unknown,unknown,,,,osm,medium
af84fca3f7f1,,,Prenton,,,,53.3722015,-3.0613212,unknown,unknown,Bethany Chapel,,,osm,medium
9c6e6c0051db,,,Chatteris,,,,52.4521231,0.0479227,unknown,unknown,,,,osm,medium
9d18215e91e5,,,,,,,55.8450069,-4.2937617,unknown,unknown,,,,osm,medium
8b1e0e16d5c5,,,,,,,55.9075222,-3.2533958,unknown,unknown,,,,osm,medium
7bf1e7575e5a,,,St. Andrews,,,,56.3388791,-2.7979964,unknown,unknown,Blackfriars,,,osm,medium
3d39762ed55a,,,Airdrie,,,,55.8632065,-3.9810763,community,community_centre,Pilgrim Community Centre,,,osm,medium
3017999b323d,,,,,,,53.3903842,-3.0312031,community,community_centre,Church hall,,,osm,medium
adad40784745,,,,,,,53.1444723,-4.2039181,unknown,unknown,St Michael's,,,osm,medium
0587820de4db,,,,,,,54.0212826,-6.3947816,unknown,unknown,,,,osm,medium
a8dc9219b256,The Scot's Church,,,,,,53.348675,-6.2563014,unknown,unknown,,,,osm,medium
760bf5ce984f,,,,,,,51.8878547,-2.1071205,community,community_centre,Kingdom Hall,,,osm,medium
e76d32c2bbc9,,,,,,,53.3704379,-3.0500196,unknown,unknown,,,,osm,medium
